Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Self-learning capability?,Are you Introvert?,Area That Align with Your Mission,Skills,Interested Subjects,Hobbies,Fulfilling Activity,Strengths,Suggested Job Role
82,91,9,1,5,1,Technology and Innovation,Game Mechanics,Game Development,Marketing,Engaging with Game Development,Creativity,Game Designer
79,75,12,0,5,1,Technology and Innovation,project management,Game Development,Entertainment,Programming,Organized,Game Developer
80,70,11,1,5,1,Technology and Innovation,graphics programming,Game Development,Writing news stories,game design,Technical,Game Developer
78,65,8,0,2,1,Technology and Innovation,user interface design,Game Development,Broadcasting live events,programming languages,User-focused,Game Developer
67,76,7,1,4,0,Technology and Innovation,debugging and testing,Game Development,Attending press conferences,game mechanics,Problem-solving,Game Developer
64,73,6,0,5,1,Technology and Innovation,game engine development,Game Development,Editing news segments,graphics programming,Innovative,Game Developer
70,79,5,1,3,0,Technology and Innovation,multiplayer networking,Game Development,Public speaking,user interface design,Collaborative,Game Developer
68,66,3,1,1,1,Technology and Innovation,artificial intelligence,Game Development,Networking with other journalists,debugging and testing,Insightful,Game Developer
73,67,10,1,4,0,Technology and Innovation,sound design,Game Development,Producing news shows,game engine development,Detail-oriented,Game Developer
65,74,9,0,3,1,Technology and Innovation,level design,Game Development,Reporting,multiplayer networking,Strategic,Game Developer
76,70,8,1,2,0,Technology and Innovation,virtual reality development,Game Development,Researching,animation techniques,Visionary,Game Developer
62,78,7,0,1,1,Technology and Innovation,mobile game development,Game Development,Interviewing,artificial intelligence,Adaptable,Game Developer
80,64,6,1,5,0,Technology and Innovation,game monetization strategies,Game Development,Writing,project management,Business-minded,Game Developer
74,72,5,0,4,1,Technology and Innovation,community engagement,Game Development,Broadcasting,sound design,Engaging,Game Developer
66,79,2,1,1,1,Technology and Innovation,storytelling in games,Game Development,Legal research,level design,Creative,Game Developer
77,72,4,0,4,1,Technology and Innovation,animation techniques,Game Development,Anchoring live broadcasts,virtual reality development,Creative,Game Developer
66,74,9,1,3,0,Technology and Innovation,game mechanics,Game Development,Conducting interviews,mobile game development,Detail-oriented,Game Developer
72,78,12,0,4,1,Technology and Innovation,programming languages,Game Development,Researching current events,game monetization strategies,Analytical,Game Developer
75,68,10,1,5,1,Technology and Innovation,game design,Game Development,News reporting,community engagement,Creative,Game Developer
63,71,3,0,2,1,Technology and Innovation,game testing methodologies,Game Development,Anchoring,cross-platform development,Ethical,Game Developer
69,75,4,1,3,0,Technology and Innovation,cross-platform development,Game Development,Editing,game testing methodologies,Resourceful,Game Developer
64,92,5,0,3,0,Technology and Innovation,Programming,Technology,UI Design,storytelling in games,Programming,Game Developer
72,62,12,1,4,1,Healthcare,Digestive Health,Gastroenterology,UX Design,Engaging with Technology,Analysis,Gastroenterologist
79,78,3,0,5,0,Economic Development,testing,Economics,Team Building,programming,Operational leader,General Manager
90,75,9,1,5,1,Economic Development,testing,Economics,Problem Solving,testing,Team motivator,General Manager
85,90,3,1,1,0,Economic Development,adaptability,Economics,Budgeting,adaptability,Inspiring leader,General Manager
69,62,5,0,4,1,Economic Development,teamwork,Economics,Problem Solving,decision making,Strategic leader,General Manager
93,75,3,0,4,1,Economic Development,adaptability,Economics,Creativity,development,Visionary,General Manager
82,91,4,1,3,0,Economic Development,adaptability,Economics,Photography,teamwork,Inspiring leader,General Manager
72,60,12,0,1,0,Economic Development,teamwork,Economics,Sketching,business,Strategic leader,General Manager
86,61,3,1,4,0,Economic Development,programming,Economics,Designing,Engaging with Economics,Efficient coder,General Manager
82,79,15,0,1,1,Economic Development,development,Economics,Researching,Oversee operations,Results-driven,General Manager
75,80,2,0,2,1,Economic Development,programming,Economics,Advising,Manage performance,Inspiring leader,General Manager
82,77,6,1,2,0,Economic Development,development,Economics,Analyzing,Implement strategies,Team builder,General Manager
84,73,9,1,3,1,Economic Development,adaptability,Economics,Negotiating,Monitor finances,Visionary,General Manager
65,84,12,0,2,0,Economic Development,programming,Economics,Mentoring,Coordinate projects,Strategic leader,General Manager
76,89,9,1,4,0,Economic Development,teamwork,Economics,Consulting,Enforce policies,Inspiring leader,General Manager
89,80,12,0,2,1,Economic Development,business,Economics,Counseling,Set goals,Results-oriented,General Manager
71,92,12,1,4,1,Economic Development,teamwork,Economics,Organizing,Analyze trends,Team builder,General Manager
84,64,3,1,3,1,Economic Development,development,Economics,Strategy,Improve efficiency,Change agent,General Manager
70,73,2,0,5,1,Economic Development,decision making,Economics,Coordinating,Foster culture,Vision-driven,General Manager
79,74,6,1,3,0,Economic Development,decision making,Economics,Managing,Lead change,Results-driven,General Manager
74,60,5,1,4,0,Economic Development,teamwork,Economics,Analytics,Set objectives,Team builder,General Manager
87,85,6,1,4,0,Economic Development,testing,Economics,Budgeting,Resolve complaints,Results-oriented,General Manager
77,91,9,0,4,1,Economic Development,development,Economics,Team Building,Manage budgets,Results-driven,General Manager
65,60,1,0,4,0,Economic Development,programming,Economics,Public Speaking,Negotiate contracts,Operationally-minded,General Manager
80,85,15,1,5,1,Economic Development,testing,Economics,Strategy,Recruit staff,Visionary,General Manager
85,64,9,1,4,0,Economic Development,decision making,Economics,Researching,Establish KPIs,Inspiring leader,General Manager
67,76,12,1,4,1,Economic Development,adaptability,Economics,Branding,Train employees,Visionary,General Manager
92,64,3,0,4,0,Economic Development,adaptability,Economics,Campaigning,Review performance,Operational leader,General Manager
60,66,4,1,4,0,Economic Development,testing,Economics,Interviewing,Conduct reviews,Team builder,General Manager
66,72,5,1,2,0,Economic Development,testing,Economics,Writing,Build relationships,Results-driven,General Manager
92,90,15,0,3,0,Economic Development,programming,Economics,Sketching,Oversee development,Team motivator,General Manager
79,93,5,1,4,1,Economic Development,decision making,Economics,Sowing,Monitor inventory,Systems analyst,General Manager
92,61,3,1,2,0,Economic Development,development,Economics,Planning,Enhance service,Results-oriented,General Manager
67,68,12,1,2,0,Economic Development,teamwork,Economics,Leadership,Create strategies,Visionary,General Manager
93,66,12,1,2,0,Economic Development,programming,Economics,Web Design,Set objectives,Inspiring leader,General Manager
78,87,10,0,3,0,Economic Development,programming,Economics,Planting,Prepare reports,Visionary,General Manager
66,68,9,1,1,0,Economic Development,adaptability,Economics,Networking,Supervise staff,Visionary,General Manager
64,61,12,1,3,0,Economic Development,adaptability,Economics,Traveling,Resolve conflicts,Inspiring leader,General Manager
78,92,3,1,3,1,Economic Development,teamwork,Economics,Designing,Ensure compliance,Cloud strategist,General Manager
66,78,10,0,5,0,Economic Development,development,Economics,Health Education,Analyze performance,Performance optimizer,General Manager
60,94,12,1,4,0,Economic Development,adaptability,Economics,Researching,Coordinate stakeholders,Operational leader,General Manager
82,91,6,1,1,1,Economic Development,teamwork,Economics,Strategy,Drive growth,Results-driven,General Manager
79,82,12,1,4,1,Economic Development,adaptability,Economics,UX Design,Plan events,Inspiring leader,General Manager
87,62,8,1,4,0,Economic Development,programming,Economics,UI Design,Monitor regulations,Innovative developer,General Manager
76,67,8,1,3,0,Economic Development,development,Economics,Animation,Create forecasts,Visionary,General Manager
67,73,3,0,4,1,Economic Development,adaptability,Economics,Public Speaking,Oversee feedback,Detail-oriented,General Manager
83,60,12,1,4,1,Economic Development,adaptability,Economics,Environmental Research,Ensure quality,Results-driven,General Manager
76,75,7,0,2,1,Economic Development,programming,Economics,Sustainability,Maintain relationships,Operational leader,General Manager
92,65,9,1,1,0,Economic Development,adaptability,Economics,Programming,Develop strategies,Team builder,General Manager
67,65,12,0,3,0,Economic Development,testing,Economics,Safety Training,Lead sales,Team builder,General Manager
68,80,15,1,4,0,Economic Development,adaptability,Economics,Gardening,Support expansion,Inspiring leader,General Manager
60,83,9,0,1,1,Healthcare,Risk Assessment,Genetics,Teaching,Provide genetic counseling,Risk Assessment,Genetic Counselor
79,80,12,1,2,0,Healthcare,Genetic Testing,Genetics,Development,Interpret genetic tests,Support,Genetic Counselor
63,78,4,1,2,1,Healthcare,Genetic Testing,Genetics,Coding,Develop care plans,Empathy,Genetic Counselor
79,58,9,1,1,0,Healthcare,Research,Genetics,IOT Research,Analyze genetic data,Insight,Geneticist
61,88,11,0,5,1,Healthcare,DNA Analysis,Genetics,Customer Service,Study gene mutations,Detail-oriented,Geneticist
90,90,4,0,4,1,Healthcare,Genetic Analysis,Genetics,Hotel Management,Develop genetic therapies,Insight,Geneticist
66,80,6,0,4,0,Healthcare,Research,Biology,Innovation,Conduct genetic research,Research,Geneticist
70,79,5,1,3,0,Environmental Conservation,fieldwork,Geology,Coding,Field Studies,Organized,Geologist
67,76,7,1,4,0,Environmental Conservation,paleontology,Geology,Technology Research,geological mapping,Innovative,Geologist
64,73,6,0,5,1,Environmental Conservation,geochemical analysis,Geology,Programming,rock and mineral analysis,Collaborative,Geologist
80,70,11,1,5,1,Environmental Conservation,geophysical surveying,Geology,Hotel Management,sedimentology,Strategic,Geologist
82,81,11,1,4,1,Environmental Conservation,Field Studies,Geology,Technology Design,geochemical analysis,Observation,Geologist
78,65,8,0,2,1,Environmental Conservation,environmental geology,Geology,Customer Service,fieldwork,Resourceful,Geologist
72,78,12,0,4,1,Environmental Conservation,rock and mineral analysis,Geology,Branding,geophysical surveying,Detail-oriented,Geologist
66,74,9,1,3,0,Environmental Conservation,sedimentology,Geology,Art Creation,environmental geology,Problem-solving,Geologist
75,68,10,1,5,0,Environmental Conservation,geological mapping,Geology,Marketing,paleontology,Analytical,Geologist
76,72,10,1,4,1,Technology and Innovation,portfolio development,Design,Photography,illustration,Proactive,Graphic Designer
76,79,9,0,5,1,Technology and Innovation,user interface design,Design,Animation,illustration,Excellent communication,Graphic Designer
81,74,12,1,4,1,Technology and Innovation,color theory,Design,Web Design,layout design,Strong visual skills,Graphic Designer
81,78,8,0,4,0,Technology and Innovation,Creativity,Design,Web Design,digital art,Creativity,Graphic Designer
85,72,5,0,4,0,Technology and Innovation,Creativity,Design,Branding,print design,Creativity,Graphic Designer
66,65,12,1,4,0,Technology and Innovation,Creativity,Design,Creativity,web design,Creativity,Graphic Designer
68,88,9,1,3,1,Technology and Innovation,Typography,Visual Arts,Photography,typography,Visual Communication,Graphic Designer
69,64,10,0,5,1,Technology and Innovation,Creativity,Design,Sketching,photo editing,Creativity,Graphic Designer
80,73,5,0,1,1,Technology and Innovation,Adobe Creative Suite,Visual Arts,Typography,UX/UI design,Creativity,Graphic Designer
84,78,13,1,5,1,Technology and Innovation,typography,Design,Gardening,animation,Problem solver,Graphic Designer
88,70,9,0,5,0,Technology and Innovation,design software proficiency,Design,Sketching,infographics,Skilled,Graphic Designer
79,74,11,1,4,1,Technology and Innovation,interactive design,Design,Designing,advertising,Engaging,Graphic Designer
66,66,5,1,4,0,Technology and Innovation,Creativity,Design,Designing,branding strategy,Creativity,Graphic Designer
76,74,10,1,4,0,Technology and Innovation,web design,Design,Auditing,visual identity,Team player,Graphic Designer
88,72,9,1,5,1,Technology and Innovation,print design,Design,Forecasting,package design,Adaptable,Graphic Designer
82,68,11,0,4,0,Technology and Innovation,digital art,Design,Financing,Adobe Creative Suite,Visual storyteller,Graphic Designer
78,80,8,0,5,1,Technology and Innovation,layout design,Design,Directing,Creativity,Creative,Graphic Designer
85,75,12,0,4,0,Technology and Innovation,illustration,Design,Curating,Design,Detail-oriented,Graphic Designer
90,70,10,1,5,1,Technology and Innovation,branding,Design,Shooting,Visual Communication,Innovative thinker,Graphic Designer
78,68,8,1,4,1,Technology and Innovation,illustration styles,Design,Art Creation,Typography,Open-minded,Graphic Designer
84,75,11,1,5,1,Technology and Innovation,3D modeling,Design,Drawing,illustration styles,Tech-savvy,Graphic Designer
90,80,10,0,4,1,Technology and Innovation,art direction,Design,Digital Art,3D modeling,Leadership,Graphic Designer
77,73,9,1,5,0,Technology and Innovation,branding campaigns,Design,Video Editing,art direction,Empathetic,Graphic Designer
89,77,10,0,5,0,Technology and Innovation,motion graphics,Design,Branding,branding campaigns,Creative problem-solving,Graphic Designer
78,81,4,1,5,1,Technology and Innovation,Visual Communication,Design,Sustainability Practices,visual communication,Creativity,Graphic Designer
81,76,10,1,5,0,Technology and Innovation,creative direction,Design,Fashion Design,creative direction,Influential,Graphic Designer
88,75,10,0,5,1,Technology and Innovation,environmental design,Design,UX Design,interactive design,Attention to detail,Graphic Designer
